ItemSalesID,InvoiceID,ClientID,StaffID,Invoice Date,Payment Date,Quantity,ProductID,Unit Price,Discount,Purchase ID,Unit Cost
553749,4764,6,37,42028,42099,8,10,68.5,0.13,PO/234641,47.95
554671,5008,187,48,42029,42106,2,10,68.5,0.25,PO/234641,47.95
556262,5453,202,58,42029,42118,13,10,68.5,0.15,PO/234641,47.95
556265,5453,202,58,42029,42118,9,10,68.5,0.17,PO/234641,47.95
552557,4442,311,40,42030,42089,8,10,70.25,0.15,PO/234641,49.175
552740,4495,222,44,42030,42091,1,10,68.5,0.15,PO/234641,47.95
556099,5410,372,46,42030,42117,9,10,68.5,0.13,PO/234641,47.95
548404,3322,125,40,42031,42038,9,10,68.5,0.25,PO/234641,47.95
554001,4831,231,15,42031,42101,10,10,68.5,0,PO/234641,47.95
555939,5367,264,13,42031,42116,1,10,68.5,0.03,PO/234641,47.95
548937,3463,122,75,42032,42048,11,10,68.5,0.1,PO/234641,47.95
556733,5584,135,48,42032,42122,8,10,70.25,0.03,PO/234641,49.175
549180,3528,148,46,42035,42052,11,10,68.5,0.2,PO/234772,47.95
549305,3563,208,14,42035,42054,6,10,68.5,0.05,PO/234772,47.95
549423,3597,409,45,42035,42056,13,10,68.5,0.08,PO/234772,47.95
552734,4493,346,47,42035,42091,8,10,68.5,0,PO/234772,47.95
553637,4732,286,22,42035,42098,11,10,68.5,0.13,PO/234772,47.95
551148,4055,82,53,42036,42076,2,10,68.5,0.03,PO/234772,47.95
555395,5220,264,13,42036,42112,1,10,68.5,0.1,PO/234772,47.95
555779,5327,200,37,42037,42115,3,10,68.5,0.17,PO/234772,47.95
549414,3594,235,30,42038,42056,12,10,68.5,0.1,PO/234772,47.95
551039,4024,32,69,42038,42075,13,10,68.5,0.05,PO/234772,47.95
556225,5444,129,65,42038,42118,7,10,68.5,0.2,PO/234772,47.95
557647,5820,403,9,42038,42129,5,10,68.5,0.17,PO/234772,47.95
551650,4196,183,70,42039,42081,10,10,68.5,0.05,PO/234772,47.95
555273,5185,180,24,42039,42111,2,10,68.5,0.22,PO/234772,47.95
556858,5614,257,36,42039,42123,5,10,68.5,0.08,PO/234772,47.95
549410,3593,405,8,42042,42056,1,10,68.5,0.05,PO/234910,47.95
550178,3786,8,28,42042,42065,12,10,68.5,0.15,PO/234910,47.95
550180,3786,8,28,42042,42065,7,10,68.5,0.22,PO/234910,47.95
556348,5476,270,23,42042,42119,9,10,70.25,0.05,PO/234910,49.175
548624,3381,160,25,42043,42043,1,10,68.5,0.22,PO/234910,47.95
548714,3402,377,26,42043,42044,1,10,68.5,0.17,PO/234910,47.95
555511,5250,411,56,42043,42113,8,10,68.5,0.08,PO/234910,47.95
555765,5324,366,58,42043,42115,11,10,68.5,0.13,PO/234910,47.95
551986,4288,164,6,42044,42084,6,10,68.5,0.03,PO/234910,47.95
549232,3544,333,1,42045,42053,1,10,68.5,0.25,PO/234910,47.95
549953,3730,283,2,42045,42063,10,10,70.25,0.03,PO/234910,49.175
549560,3633,26,28,42049,42058,7,10,68.5,0.05,PO/235045,47.95
557232,5718,147,49,42049,42126,7,10,68.5,0.22,PO/235045,47.95
550911,3988,82,53,42050,42074,2,10,68.5,0.05,PO/235045,47.95
552933,4551,89,37,42050,42093,13,10,68.5,0.1,PO/235045,47.95
553957,4819,32,69,42051,42101,7,10,68.5,0.17,PO/235045,47.95
552153,4333,309,34,42052,42086,8,10,68.5,0.03,PO/235045,47.95
552068,4308,44,13,42053,42085,11,10,68.5,0.17,PO/235045,47.95
557116,5684,136,23,42053,42125,11,10,68.5,0.22,PO/235045,47.95
558042,5930,361,12,42053,42133,5,10,68.5,0.15,PO/235045,47.95
554916,5084,158,69,42056,42108,12,10,68.5,0.08,PO/235189,47.95
556308,5464,181,57,42056,42119,13,10,68.5,0.15,PO/235189,47.95
557447,5772,103,19,42056,42128,5,10,70.25,0.2,PO/235189,49.175
557612,5812,169,54,42056,42129,5,10,68.5,0.1,PO/235189,47.95
549827,3701,235,30,42057,42062,2,10,70.25,0.2,PO/235189,49.175
550260,3805,227,49,42058,42066,6,10,68.5,0.25,PO/235189,47.95
553707,4752,394,31,42058,42099,5,10,68.5,0.1,PO/235189,47.95
557106,5682,226,15,42058,42125,4,10,68.5,0,PO/235189,47.95
558590,6085,211,56,42058,42138,4,10,68.5,0.15,PO/235189,47.95
550254,3804,368,47,42059,42066,5,10,68.5,0.25,PO/235189,47.95
552148,4332,13,20,42059,42086,5,10,68.5,0.03,PO/235189,47.95
554115,4858,306,29,42059,42102,9,10,68.5,0.03,PO/235189,47.95
554991,5108,196,34,42059,42109,2,10,68.5,0.05,PO/235189,47.95
557096,5680,313,8,42059,42125,3,10,68.5,0.13,PO/235189,47.95
557097,5680,313,8,42059,42125,5,10,68.5,0.25,PO/235189,47.95
554624,4997,387,16,42060,42106,13,10,68.5,0.05,PO/235189,47.95
558232,5988,395,13,42060,42135,2,10,68.5,0.2,PO/235189,47.95
559054,6216,200,37,42060,42142,9,10,68.5,0.1,PO/235189,47.95
550890,3984,52,56,42063,42074,3,10,68.5,0.05,PO/235321,47.95
551113,4044,307,45,42063,42076,12,10,68.5,0.05,PO/235321,47.95
553701,4751,411,56,42063,42099,6,10,68.5,0.15,PO/235321,47.95
559051,6215,238,12,42063,42142,4,10,68.5,0.2,PO/235321,47.95
554914,5083,404,47,42064,42108,6,10,68.5,0.25,PO/235321,47.95
557596,5808,136,23,42064,42129,2,10,68.5,0.17,PO/235321,47.95
558949,6186,409,45,42064,42141,6,10,68.5,0.2,PO/235321,47.95
559206,6257,47,65,42064,42143,4,10,70.25,0.05,PO/235321,49.175
550241,3802,370,4,42065,42066,7,10,70.25,0.1,PO/235321,49.175
551101,4042,333,1,42065,42076,10,10,68.5,0.1,PO/235321,47.95
557212,5711,96,11,42065,42126,8,10,68.5,0.22,PO/235321,47.95
557208,5710,51,31,42066,42126,13,10,68.5,0.13,PO/235321,47.95
558722,6123,315,34,42066,42139,11,10,68.5,0.17,PO/235321,47.95
560307,6552,54,28,42066,42152,2,10,68.5,0.1,PO/235321,47.95
550985,4009,367,16,42067,42075,8,10,68.5,0.13,PO/235321,47.95
551392,4127,210,21,42067,42079,6,10,70.25,0.05,PO/235321,49.175
551395,4127,210,21,42067,42079,12,10,68.5,0.15,PO/235321,47.95
554104,4855,99,27,42067,42102,5,10,70.25,0.05,PO/235321,49.175
556049,5394,270,23,42067,42117,1,10,68.5,0.25,PO/235321,47.95
557197,5709,38,42,42067,42126,8,10,68.5,0.22,PO/235321,47.95
560570,6624,29,23,42067,42154,7,10,68.5,0.03,PO/235321,47.95
560980,6737,71,19,42067,42157,4,10,68.5,0.05,PO/235321,47.95
554471,4964,238,12,42070,42105,13,10,68.5,0.15,PO/235469,47.95
557812,5868,355,17,42070,42131,6,10,68.5,0.13,PO/235469,47.95
550693,3926,287,35,42071,42072,11,10,68.5,0.22,PO/235469,47.95
550980,4008,207,44,42071,42075,9,10,68.5,0.2,PO/235469,47.95
554353,4927,84,9,42071,42104,13,10,68.5,0.2,PO/235469,47.95
554982,5104,330,30,42071,42109,13,10,68.5,0.05,PO/235469,47.95
555732,5315,272,1,42071,42115,11,10,68.5,0,PO/235469,47.95
551368,4120,245,6,42073,42079,2,10,68.5,0.15,PO/235469,47.95
551603,4183,220,37,42073,42081,7,10,68.5,0.08,PO/235469,47.95
551931,4275,333,1,42073,42084,3,10,68.5,0,PO/235469,47.95
560220,6527,112,15,42073,42151,5,10,68.5,0.25,PO/235469,47.95
554203,4882,421,7,42074,42103,10,10,68.5,0.13,PO/235469,47.95
557422,5765,279,73,42074,42128,1,10,68.5,0.15,PO/235469,47.95
554460,4961,111,16,42077,42105,3,10,68.5,0.05,PO/235606,47.95
552386,4397,416,53,42079,42088,9,10,68.5,0.25,PO/235606,47.95
552391,4398,323,19,42079,42088,13,10,68.5,0.08,PO/235606,47.95
553564,4714,338,12,42079,42098,8,10,70.25,0.13,PO/235606,49.175
556950,5641,308,3,42079,42124,9,10,70.25,0.08,PO/235606,49.175
559819,6415,135,48,42079,42148,7,10,68.5,0.03,PO/235606,47.95
560060,6484,231,15,42079,42150,9,10,68.5,0.15,PO/235606,47.95
551578,4178,68,11,42080,42081,9,10,68.5,0.15,PO/235606,47.95
555230,5174,145,34,42080,42111,10,10,70.25,0.05,PO/235606,49.175
556016,5387,65,61,42080,42117,10,10,68.5,0.13,PO/235606,47.95
556944,5639,1,33,42081,42124,3,10,70.25,0.22,PO/235606,49.175
560289,6547,206,39,42081,42152,8,10,70.25,0.13,PO/235606,49.175
552688,4481,103,19,42084,42091,11,10,68.5,0.15,PO/235746,47.95
557682,5830,63,21,42084,42130,11,10,70.25,0.1,PO/235746,49.175
555100,5139,191,42,42085,42110,10,10,68.5,0.2,PO/235746,47.95
555598,5273,418,32,42085,42114,1,10,68.5,0.05,PO/235746,47.95
553553,4711,325,73,42086,42098,2,10,68.5,0,PO/235746,47.95
557400,5760,27,61,42086,42128,8,10,70.25,0.1,PO/235746,49.175
561794,6966,137,8,42086,42164,10,10,68.5,0.15,PO/235746,47.95
563649,7460,285,14,42086,42178,7,10,68.5,0.05,PO/235746,47.95
554882,5074,62,8,42087,42108,10,10,68.5,0.08,PO/235746,47.95
555333,5202,277,16,42087,42112,4,10,68.5,0.08,PO/235746,47.95
558826,6153,171,53,42087,42140,11,10,68.5,0.03,PO/235746,47.95
563508,7421,65,61,42087,42177,8,10,68.5,0.22,PO/235746,47.95
555829,5340,304,2,42088,42116,1,10,68.5,0.1,PO/235746,47.95
555831,5340,304,2,42088,42116,7,10,68.5,0.05,PO/235746,47.95
557893,5894,127,54,42088,42132,10,10,68.5,0.25,PO/235746,47.95
552869,4535,228,38,42092,42093,4,10,68.5,0.25,PO/235884,47.95
561367,6843,54,28,42092,42160,6,10,68.5,0.2,PO/235884,47.95
564045,7560,53,18,42092,42181,11,10,68.5,0.15,PO/235884,47.95
555421,5228,24,38,42093,42113,6,10,68.5,0.13,PO/235884,47.95
564311,7630,183,70,42093,42183,1,10,68.5,0.15,PO/235884,47.95
555325,5200,204,29,42094,42112,9,10,68.5,0.22,PO/235884,47.95
556785,5596,101,5,42094,42123,5,10,68.5,0.22,PO/235884,47.95
557996,5919,127,54,42094,42133,7,10,68.5,0.17,PO/235884,47.95
560273,6542,397,37,42095,42152,8,10,68.5,0.05,PO/235884,47.95
558107,5946,132,3,42098,42134,1,10,68.5,0,PO/236017,47.95
559307,6284,50,23,42098,42144,9,10,70.25,0.05,PO/236017,49.175
554027,4839,319,52,42099,42102,8,10,68.5,0.08,PO/236017,47.95
557774,5858,268,50,42099,42131,11,10,68.5,0.2,PO/236017,47.95
558091,5943,275,1,42099,42134,1,10,68.5,0.15,PO/236017,47.95
558193,5975,174,52,42099,42135,10,10,70.25,0.15,PO/236017,49.175
561084,6764,88,19,42099,42158,11,10,68.5,0.1,PO/236017,47.95
553782,4773,46,46,42100,42100,11,10,68.5,0.1,PO/236017,47.95
559914,6438,261,2,42100,42149,12,10,68.5,0.17,PO/236017,47.95
555565,5264,199,51,42101,42114,5,10,68.5,0.08,PO/236017,47.95
564594,7704,420,3,42101,42185,3,10,68.5,0.03,PO/236017,47.95
565625,7980,205,26,42101,42193,5,10,68.5,0.2,PO/236017,47.95
556124,5418,200,37,42105,42118,5,10,68.5,0.2,PO/236165,47.95
558799,6145,106,69,42105,42140,11,10,68.5,0.15,PO/236165,47.95
558913,6178,189,65,42105,42141,3,10,68.5,0.15,PO/236165,47.95
559013,6202,3,31,42105,42142,8,10,70.25,0.05,PO/236165,49.175
560924,6722,166,51,42105,42157,13,10,70.25,0.25,PO/236165,49.175
560925,6722,166,51,42105,42157,2,10,68.5,0.1,PO/236165,47.95
560768,6680,271,2,42107,42156,11,10,68.5,0.17,PO/236165,47.95
560769,6680,271,2,42107,42156,3,10,68.5,0.05,PO/236165,47.95
562800,7225,290,64,42107,42172,1,10,68.5,0,PO/236165,47.95
564973,7808,381,44,42107,42188,11,10,68.5,0.25,PO/236165,47.95
559903,6436,397,37,42108,42149,13,10,68.5,0.08,PO/236165,47.95
565233,7880,375,15,42108,42190,6,10,68.5,0.15,PO/236165,47.95
565621,7978,400,17,42108,42193,1,10,68.5,0.25,PO/236165,47.95
557365,5752,344,25,42109,42128,9,10,68.5,0.25,PO/236165,47.95
559002,6200,117,15,42112,42142,13,10,70.25,0.22,PO/236303,49.175
565372,7915,401,23,42112,42191,4,10,68.5,0.1,PO/236303,47.95
555555,5260,83,46,42113,42114,12,10,70.25,0.1,PO/236303,49.175
560017,6471,164,6,42113,42150,10,10,68.5,0.15,PO/236303,47.95
557876,5888,391,24,42114,42132,6,10,68.5,0.22,PO/236303,47.95
559289,6279,108,6,42114,42144,3,10,68.5,0.03,PO/236303,47.95
562445,7126,200,37,42114,42169,10,10,68.5,0.2,PO/236303,47.95
555677,5296,159,21,42115,42115,1,10,68.5,0.05,PO/236303,47.95
558907,6175,244,57,42115,42141,10,10,68.5,0.15,PO/236303,47.95
563332,7368,323,19,42115,42176,5,10,68.5,0.03,PO/236303,47.95
563335,7368,323,19,42115,42176,13,10,68.5,0.05,PO/236303,47.95
563896,7521,89,37,42115,42180,5,10,68.5,0.08,PO/236303,47.95
559884,6432,31,5,42116,42149,9,10,68.5,0.1,PO/236303,47.95
565363,7912,357,18,42116,42191,1,10,68.5,0.03,PO/236303,47.95
567122,8405,106,69,42119,42205,13,10,68.5,0.15,PO/236445,47.95
559756,6395,381,44,42120,42148,9,10,68.5,0.1,PO/236445,47.95
564416,7656,324,43,42120,42184,1,10,68.5,0.17,PO/236445,47.95
557329,5744,64,69,42121,42128,8,10,68.5,0.17,PO/236445,47.95
558347,6023,129,65,42121,42137,6,10,68.5,0.05,PO/236445,47.95
560151,6508,158,69,42122,42151,4,10,68.5,0.08,PO/236445,47.95
560344,6562,398,4,42122,42153,7,10,68.5,0.15,PO/236445,47.95
560454,6595,380,10,42122,42154,9,10,68.5,0.15,PO/236445,47.95
565214,7877,125,40,42123,42190,13,10,68.5,0.03,PO/236445,47.95
565604,7974,393,30,42123,42193,12,10,68.5,0.15,PO/236445,47.95
567246,8437,63,21,42123,42206,7,10,68.5,0.08,PO/236445,47.95
566990,8368,11,28,42126,42204,5,10,68.5,0.05,PO/236580,47.95
567503,8517,318,53,42126,42208,3,10,70.25,0.13,PO/236580,49.175
558489,6055,149,45,42128,42138,6,10,68.5,0.03,PO/236580,47.95
563995,7547,138,48,42128,42181,3,10,68.5,0.2,PO/236580,47.95
559865,6426,391,24,42129,42149,3,10,68.5,0.1,PO/236580,47.95
561741,6950,282,32,42129,42164,2,10,68.5,0.2,PO/236580,47.95
566981,8366,142,24,42129,42204,12,10,68.5,0.22,PO/236580,47.95
567347,8471,101,5,42129,42207,7,10,68.5,0.22,PO/236580,47.95
568947,8924,127,54,42129,42220,9,10,70.25,0.17,PO/236580,49.175
558893,6171,15,16,42130,42141,5,10,68.5,0.05,PO/236580,47.95
559470,6328,176,36,42130,42146,12,10,68.5,0.05,PO/236580,47.95
561199,6796,79,35,42130,42159,8,10,68.5,0.15,PO/236580,47.95
565593,7972,206,39,42130,42193,4,10,68.5,0.17,PO/236580,47.95
569068,8957,187,48,42130,42221,12,10,68.5,0.08,PO/236580,47.95
559463,6327,143,22,42133,42146,12,10,68.5,0.08,PO/236707,47.95
559466,6327,143,22,42133,42146,1,10,68.5,0.2,PO/236707,47.95
560111,6499,133,19,42133,42151,9,10,68.5,0.22,PO/236707,47.95
559368,6298,259,31,42134,42145,13,10,68.5,0.15,PO/236707,47.95
559259,6270,63,21,42135,42144,10,10,70.25,0.15,PO/236707,49.175
560732,6669,49,38,42135,42156,11,10,68.5,0.1,PO/236707,47.95
558472,6050,61,38,42136,42138,6,10,68.5,0.13,PO/236707,47.95
568944,8922,124,29,42136,42220,12,10,68.5,0,PO/236707,47.95
561429,6860,380,10,42137,42161,7,10,68.5,0.05,PO/236707,47.95
562745,7211,369,31,42137,42172,8,10,68.5,0.25,PO/236707,47.95
561169,6789,17,31,42140,42159,5,10,68.5,0.05,PO/236829,47.95
561178,6791,137,8,42140,42159,6,10,68.5,0.25,PO/236829,47.95
562198,7066,292,44,42140,42167,8,10,70.25,0.05,PO/236829,49.175
562546,7157,49,38,42140,42170,12,10,68.5,0.08,PO/236829,47.95
567102,8400,200,37,42140,42205,6,10,68.5,0.15,PO/236829,47.95
563433,7400,383,28,42141,42177,1,10,68.5,0.15,PO/236829,47.95
568239,8716,163,32,42142,42214,8,10,68.5,0.13,PO/236829,47.95
569055,8952,40,53,42142,42221,7,10,68.5,0.05,PO/236829,47.95
559723,6388,163,32,42143,42148,6,10,68.5,0.15,PO/236829,47.95
563553,7435,176,36,42143,42178,10,10,68.5,0.03,PO/236829,47.95
566119,8116,1,33,42143,42197,12,10,68.5,0.1,PO/236829,47.95
569996,9227,125,40,42143,42229,6,10,68.5,0.13,PO/236829,47.95
569248,9011,199,51,42144,42223,10,10,68.5,0.05,PO/236829,47.95
563024,7285,385,2,42147,42174,6,10,68.5,0.22,PO/236956,47.95
563704,7475,359,21,42147,42179,3,10,68.5,0.17,PO/236956,47.95
564900,7789,39,75,42147,42188,10,10,70.25,0.1,PO/236956,49.175
565819,8028,276,26,42147,42195,9,10,70.25,0.03,PO/236956,49.175
569783,9163,219,59,42147,42227,5,10,68.5,0.25,PO/236956,47.95
570494,9365,164,6,42147,42233,6,10,70.25,0.1,PO/236956,49.175
560696,6658,8,28,42148,42156,5,10,68.5,0.2,PO/236956,47.95
566637,8265,179,48,42148,42201,12,10,68.5,0.13,PO/236956,47.95
566640,8265,179,48,42148,42201,13,10,68.5,0.15,PO/236956,47.95
567813,8608,299,75,42148,42211,10,10,68.5,0.05,PO/236956,47.95
564896,7787,210,21,42149,42188,3,10,68.5,0.08,PO/236956,47.95
565296,7898,155,69,42149,42191,1,10,68.5,0.13,PO/236956,47.95
569156,8981,413,57,42149,42222,11,10,68.5,0.1,PO/236956,47.95
563274,7351,66,51,42150,42176,3,10,68.5,0.03,PO/236956,47.95
564883,7784,263,29,42150,42188,4,10,68.5,0.05,PO/236956,47.95
560996,6740,43,1,42151,42158,3,10,68.5,0.25,PO/236956,47.95
562513,7147,393,30,42151,42170,13,10,68.5,0.17,PO/236956,47.95
562881,7246,316,39,42151,42173,4,10,70.25,0.1,PO/236956,49.175
567960,8642,294,2,42151,42212,3,10,68.5,0.15,PO/236956,47.95
570095,9254,185,28,42151,42230,13,10,70.25,0.05,PO/236956,49.175
563264,7349,292,44,42155,42176,7,10,68.5,0.1,PO/237089,47.95
566704,8284,223,14,42155,42202,12,10,68.5,0.22,PO/237089,47.95
571010,9502,295,45,42155,42237,13,10,68.5,0.15,PO/237089,47.95
566084,8109,409,45,42156,42197,7,10,70.25,0.08,PO/237089,49.175
571445,9620,22,16,42156,42241,12,10,68.5,0.1,PO/237089,47.95
568928,8915,314,34,42157,42220,7,10,68.5,0.15,PO/237089,47.95
572207,9833,39,75,42157,42248,8,10,68.5,0.22,PO/237089,47.95
567205,8425,98,41,42158,42206,7,10,68.5,0.03,PO/237089,47.95
567427,8496,100,17,42158,42208,1,10,68.5,0.08,PO/237089,47.95
567943,8639,226,15,42158,42212,8,10,68.5,0.17,PO/237089,47.95
561836,6978,289,26,42161,42165,11,10,68.5,0.15,PO/237231,47.95
561839,6978,289,26,42161,42165,9,10,68.5,0.05,PO/237231,47.95
565170,7868,180,24,42161,42190,7,10,68.5,0.03,PO/237231,47.95
562141,7052,164,6,42162,42167,6,10,70.25,0.15,PO/237231,49.175
562304,7089,8,28,42163,42168,7,10,68.5,0.03,PO/237231,47.95
562494,7143,379,54,42163,42170,13,10,68.5,0.03,PO/237231,47.95
567065,8390,403,9,42163,42205,13,10,68.5,0.08,PO/237231,47.95
571115,9530,340,30,42163,42238,9,10,70.25,0.13,PO/237231,49.175
563005,7279,28,43,42164,42174,6,10,70.25,0.13,PO/237231,49.175
565547,7960,120,52,42164,42193,13,10,70.25,0.05,PO/237231,49.175
566918,8350,92,7,42164,42204,13,10,68.5,0.1,PO/237231,47.95
561998,7017,236,18,42165,42166,11,10,68.5,0.03,PO/237231,47.95
568788,8879,274,6,42165,42219,3,10,68.5,0.05,PO/237231,47.95
572088,9801,323,19,42165,42247,6,10,68.5,0.13,PO/237231,47.95
567289,8453,387,16,42168,42207,2,10,68.5,0.22,PO/237369,47.95
567404,8490,71,19,42168,42208,3,10,70.25,0.13,PO/237369,49.175
570210,9284,96,11,42168,42231,13,10,68.5,0.15,PO/237369,47.95
563806,7500,167,37,42169,42180,4,10,68.5,0.17,PO/237369,47.95
569137,8976,92,7,42169,42222,13,10,68.5,0.15,PO/237369,47.95
570295,9308,156,25,42169,42232,6,10,68.5,0.17,PO/237369,47.95
572200,9831,270,23,42169,42248,1,10,68.5,0.13,PO/237369,47.95
573693,10246,135,48,42169,42259,4,10,68.5,0.05,PO/237369,47.95
563933,7531,24,38,42170,42181,6,10,68.5,0.13,PO/237369,47.95
565808,8024,56,34,42170,42195,8,10,68.5,0.1,PO/237369,47.95
570989,9495,337,10,42170,42237,12,10,68.5,0.1,PO/237369,47.95
571726,9699,410,78,42170,42244,2,10,68.5,0.25,PO/237369,47.95
565531,7956,346,47,42171,42193,11,10,68.5,0.25,PO/237369,47.95
566910,8348,201,8,42171,42204,12,10,68.5,0.13,PO/237369,47.95
565015,7821,61,38,42172,42189,10,10,68.5,0.05,PO/237369,47.95
567393,8487,273,18,42172,42208,6,10,70.25,0.1,PO/237369,49.175
567564,8536,103,19,42172,42209,4,10,68.5,0.05,PO/237369,47.95
564053,7563,103,19,42175,42182,6,10,70.25,0.1,PO/237508,49.175
570964,9490,252,34,42175,42237,13,10,70.25,0.2,PO/237508,49.175
566213,8142,302,28,42176,42198,1,10,68.5,0.05,PO/237508,47.95
568914,8911,51,31,42176,42220,6,10,70.25,0.13,PO/237508,49.175
565644,7987,93,42,42177,42194,13,10,68.5,0,PO/237508,47.95
574292,10415,302,28,42177,42264,5,10,70.25,0.15,PO/237508,49.175
568774,8874,262,38,42178,42219,11,10,68.5,0.15,PO/237508,47.95
567386,8485,374,13,42179,42208,3,10,68.5,0.13,PO/237508,47.95
568424,8774,266,21,42179,42216,2,10,68.5,0.15,PO/237508,47.95
569830,9180,148,46,42179,42228,8,10,68.5,0.2,PO/237508,47.95
572315,9863,248,26,42179,42249,9,10,68.5,0,PO/237508,47.95
566329,8176,251,48,42183,42199,4,10,68.5,0.15,PO/237632,47.95
573779,10266,387,16,42184,42260,12,10,70.25,0.17,PO/237632,49.175
564501,7674,55,57,42185,42185,3,10,68.5,0.13,PO/237632,47.95
566446,8206,39,75,42185,42200,13,10,68.5,0.13,PO/237632,47.95
568630,8835,309,34,42186,42218,4,10,68.5,0.08,PO/237632,47.95
573660,10231,72,65,42186,42259,11,10,68.5,0.13,PO/237632,47.95
570559,9382,420,3,42189,42234,2,10,68.5,0.1,PO/237759,47.95
571966,9767,302,28,42189,42246,3,10,68.5,0.08,PO/237759,47.95
568028,8662,333,1,42190,42213,1,10,70.25,0.03,PO/237759,49.175
573895,10296,72,65,42190,42261,1,10,68.5,0.2,PO/237759,47.95
569940,9211,367,16,42191,42229,13,10,68.5,0.15,PO/237759,47.95
574821,10550,122,75,42191,42268,4,10,70.25,0,PO/237759,49.175
574429,10448,114,14,42192,42265,3,10,68.5,0.15,PO/237759,47.95
575371,10698,92,7,42192,42273,6,10,68.5,0.15,PO/237759,47.95
566299,8169,98,41,42193,42199,5,10,68.5,0.25,PO/237759,47.95
566789,8306,164,6,42196,42203,3,10,68.5,0.05,PO/237897,47.95
569509,9087,9,24,42196,42226,8,10,68.5,0,PO/237897,47.95
572464,9903,411,56,42196,42250,8,10,68.5,0.15,PO/237897,47.95
576272,10968,159,21,42196,42281,6,10,68.5,0.2,PO/237897,47.95
571594,9660,309,34,42197,42243,5,10,68.5,0.25,PO/237897,47.95
572142,9816,130,51,42197,42248,7,10,70.25,0.1,PO/237897,49.175
568016,8659,361,12,42198,42213,7,10,68.5,0.08,PO/237897,47.95
569296,9024,251,48,42198,42224,6,10,68.5,0.2,PO/237897,47.95
569413,9059,268,50,42198,42225,4,10,68.5,0.13,PO/237897,47.95
574584,10487,79,35,42198,42266,2,10,68.5,0.2,PO/237897,47.95
577239,11231,192,49,42198,42289,13,10,68.5,0.2,PO/237897,47.95
567747,8589,37,50,42199,42211,3,10,68.5,0.05,PO/237897,47.95
